present_time MissedSells MissedSells_rate
5.630000 42 7.4871
5.631000 42 7.4871
5.640000 43 7.62471
5.641000 43 7.62471
5.649000 43 7.62471
5.651000 43 7.62471
5.658307 44 7.77751
5.659000 44 7.77751
5.661000 44 7.77751
5.665000 44 7.77751
5.667000 44 7.77751
5.671000 44 7.77751
5.675000 44 7.77751
5.677000 44 7.77751
5.681000 44 7.77751
5.691000 44 7.77751
5.700000 44 7.77751
5.701000 44 7.77751
5.705000 44 7.77751
5.709000 44 7.77751
5.709549 44 7.77751
5.710000 45 7.88153
5.711000 45 7.88153
5.715000 46 8.04993
5.719000 46 8.04993
5.720000 46 8.04993
5.721000 46 8.04993
5.729000 46 8.04993
5.731000 46 8.04993
5.739000 46 8.04993
5.741000 46 8.04993
5.747000 46 8.04993
5.751000 46 8.04993
5.757000 47 8.16446
5.761000 47 8.16446
5.769000 47 8.16446
5.771000 47 8.16446
5.779000 47 8.16446
5.781000 47 8.16446
5.785000 47 8.16446
5.787000 47 8.16446
5.791000 47 8.16446
5.795000 47 8.16446
5.797000 47 8.16446
5.800000 47 8.16446
5.801000 47 8.16446
5.809000 47 8.16446
5.810000 47 8.16446
5.811000 47 8.16446
5.819000 47 8.16446
5.821000 47 8.16446
5.829000 47 8.16446
5.831000 47 8.16446
5.840000 47 8.16446
5.841000 47 8.16446
5.849000 47 8.16446
5.850000 48 8.20557
5.851000 48 8.20557
5.859000 48 8.20557
5.861000 48 8.20557
5.871000 48 8.20557
5.881000 48 8.20557
5.887000 48 8.20557
5.889000 48 8.20557
5.891000 48 8.20557
5.897000 49 8.31076
5.899000 49 8.31076
5.901000 49 8.31076
5.911000 49 8.31076
5.921000 49 8.31076
5.923000 49 8.31076
5.931000 49 8.31076
5.932004 49 8.31076
5.933000 49 8.31076
5.941000 49 8.31076
5.943000 49 8.31076
5.945000 49 8.31076
5.951000 49 8.31076
5.955000 49 8.31076
5.961000 49 8.31076
5.967000 49 8.31076
5.971000 49 8.31076
5.977000 49 8.31076
5.981000 49 8.31076
5.991000 49 8.31076
5.993000 49 8.31076
5.995000 49 8.31076
6.000000 49 8.31076
6.001000 49 8.31076
6.003000 50 8.33083
6.005000 51 8.49395
6.007000 51 8.49395
6.010000 52 8.65319
6.011000 52 8.65319
6.017000 53 8.80881
6.021000 53 8.80881
6.031000 53 8.80881
6.041000 53 8.80881
6.050248 53 8.80881
6.051000 53 8.80881
6.060248 53 8.80881
6.061000 53 8.80881
6.063000 53 8.80881
6.067000 53 8.80881
6.071000 53 8.80881
6.073000 54 8.89196
6.077000 55 9.05329
6.079000 55 9.05329
6.081000 55 9.05329
6.088766 55 9.05329
6.089000 55 9.05329
6.091000 55 9.05329
